"cocktail_no","generation","solution_component_no","concentration","units","name","ph"
"C1311",8,3,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1312",8,1,0.5,"M","Sodium chloride",5.6
"C1312",8,2,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1312",8,3,2,"% (v/v)","Ethylene imine polymer",5.6
"C1313",8,1,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1313",8,2,35,"% (v/v)","tert-Butanol",5.6
"C1314",8,1,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1314",8,2,10,"% (v/v)","Jeffamine M-600 reagent",5.6
"C1314",8,3,0.01,"M","Ferric chloride hexahydrate",5.6
"C1315",8,1,0.1,"M","Sodium citrate tribasic dihydrate",5.6
"C1315",8,2,2.5,"M","1,6-hexanediol",5.6
"C1316",8,1,1.6,"M","Magnesium sulfate heptahydrate",6.5
"C1316",8,2,0.1,"M","MES monohydrate",6.5
"C1317",8,1,0.1,"M","Potassium phosphate monobasic",6.5
"C1317",8,2,2,"M","Sodium chloride",6.5
"C1317",8,3,0.1,"M","Sodium phosphate monobasic monohydrate",6.5
"C1317",8,4,0.1,"M","MES monohydrate",6.5
"C1318",8,1,12,"% (w/v)","polyethylene glycol 20000",6.5
"C1318",8,2,0.1,"M","MES monohydrate",6.5
"C1319",8,1,1.6,"M","Ammonium sulfate",6.5
"C1319",8,2,0.1,"M","MES monohydrate",6.5
"C1319",8,3,10,"% (v/v)","1,4-Dioxane",6.5
"C1320",8,1,0.1,"M","MES monohydrate",6.5
"C1320",8,2,30,"% (v/v)","Jeffamine M-600 reagent",6.5
"C1320",8,3,0.05,"M","Cesium chloride",6.5
"C1321",8,1,1.8,"M","Ammonium sulfate",6.5
"C1321",8,2,0.1,"M","MES monohydrate",6.5
"C1321",8,3,0.01,"M","Cobalt(II) chloride hexahydrate",6.5
"C1322",8,1,0.2,"M","Ammonium sulfate",6.5
"C1322",8,2,0.1,"M","MES monohydrate",6.5
"C1322",8,3,30,"% (w/v)","polyethylene glycol monomethyl ether 5000",6.5
"C1323",8,1,0.1,"M","MES monohydrate",6.5
"C1323",8,2,25,"% (v/v)","polyethylene glycol monomethyl ether 550",6.5
"C1323",8,3,0.01,"M","Zinc sulfate heptahydrate",6.5
"C1324",8,1,1.6,"M","Sodium citrate tribasic dihydrate",6.5
"C1325",8,1,0.5,"M","Ammonium sulfate",7.5
"C1325",8,2,0.1,"M","HEPES",7.5
"C1325",8,3,30,"% (v/v)","MPD",7.5
"C1326",8,1,0.1,"M","HEPES",7.5
"C1326",8,2,5,"% (v/v)","MPD",7.5
"C1326",8,3,10,"% (w/v)","polyethylene glycol 6000",7.5
"C1327",8,1,0.1,"M","HEPES",7.5
"C1327",8,2,20,"% (v/v)","Jeffamine M-600 reagent",7.5
"C1328",8,1,1.6,"M","Ammonium sulfate",7.5
"C1328",8,2,0.1,"M","Sodium chloride",7.5
"C1328",8,3,0.1,"M","HEPES",7.5
"C1329",8,1,0.1,"M","HEPES",7.5
"C1329",8,2,2,"M","Ammonium formate",7.5
"C1330",8,1,1,"M","Sodium acetate trihydrate",7.5
"C1330",8,2,0.1,"M","HEPES",7.5
"C1330",8,3,0.05,"M","Cadmium sulfate octahydrate",7.5
"C1331",8,1,0.1,"M","HEPES",7.5
"C1331",8,2,70,"% (v/v)","MPD",7.5
"C1332",8,1,4.3,"M","Sodium chloride",7.5
"C1332",8,2,0.1,"M","HEPES",7.5
"C1333",8,1,0.1,"M","HEPES",7.5
"C1333",8,2,10,"% (w/v)","polyethylene glycol 8000",7.5
"C1333",8,3,8,"% (v/v)","Ethylene Glycol",7.5
"C1334",8,1,0.1,"M","HEPES",7.5
"C1334",8,2,20,"% (w/v)","polyethylene glycol 10000",7.5
"C1335",8,1,0.2,"M","Magnesium chloride hexahydrate",8.5
"C1335",8,2,0.1,"M","Tris",8.5
"C1335",8,3,3.4,"M","1,6-hexanediol",8.5
"C1336",8,1,0.1,"M","Tris",8.5
"C1336",8,2,25,"% (v/v)","tert-Butanol",8.5
"C1337",8,1,1,"M","Lithium sulfate monohydrate",8.5
"C1337",8,2,0.1,"M","Tris",8.5
"C1337",8,3,0.01,"M","Nickel(II) chloride hexahydrate",8.5
"C1338",8,1,1.5,"M","Ammonium sulfate",8.5
"C1338",8,2,0.1,"M","Tris",8.5
"C1338",8,3,12,"% (v/v)","Glycerol anhydrous",8.5
"C1339",8,1,0.2,"M","Ammonium phosphate monobasic",8.5
"C1339",8,2,0.1,"M","Tris",8.5
"C1339",8,3,50,"% (v/v)","MPD",8.5
"C1340",8,1,0.1,"M","Tris",8.5
"C1340",8,2,20,"% (v/v)","Ethanol",8.5
"C1341",8,1,0.1,"M","Tris",8.5
"C1341",8,2,20,"% (w/v)","polyethylene glycol monomethyl ether 2000",8.5
"C1341",8,3,0.01,"M","Nickel(II) chloride hexahydrate",8.5
"C1342",8,1,0.1,"M","Sodium chloride",9
"C1342",8,2,0.1,"M","Bicine",9
"C1342",8,3,20,"% (v/v)","polyethylene glycol monomethyl ether 550",9
"C1343",8,1,2,"M","Magnesium chloride hexahydrate",9
"C1343",8,2,0.1,"M","Bicine",9
"C1344",8,1,10,"% (w/v)","polyethylene glycol 20000",9
"C1344",8,2,0.1,"M","Bicine",9
"C1344",8,3,2,"% (v/v)","1,4-Dioxane",9
"C1345",8,1,2,"M","Ammonium sulfate",3.5
"C1345",8,2,0.1,"M","Citric acid",3.5
"C1346",8,1,2,"M","Ammonium sulfate",4.5
"C1346",8,2,0.1,"M","Sodium acetate trihydrate",4.5
"C1347",8,1,2,"M","Ammonium sulfate",5.5
"C1347",8,2,0.1,"M","Bis-Tris",5.5
"C1348",8,1,2,"M","Ammonium sulfate",6.5
"C1348",8,2,0.1,"M","Bis-Tris",6.5
"C1349",8,1,2,"M","Ammonium sulfate",7.5
"C1349",8,2,0.1,"M","HEPES",7.5
"C1350",8,1,2,"M","Ammonium sulfate",8.5
"C1350",8,2,0.1,"M","Tris",8.5
"C1351",8,1,3,"M","Sodium chloride",3.5
"C1351",8,2,0.1,"M","Citric acid",3.5
"C1352",8,1,3,"M","Sodium chloride",4.5
"C1352",8,2,0.1,"M","Sodium acetate trihydrate",4.5
"C1353",8,1,3,"M","Sodium chloride",5.5
"C1353",8,2,0.1,"M","Bis-Tris",5.5
"C1354",8,1,3,"M","Sodium chloride",6.5
"C1354",8,2,0.1,"M","Bis-Tris",6.5
"C1355",8,1,3,"M","Sodium chloride",7.5
"C1355",8,2,0.1,"M","HEPES",7.5
"C1356",8,1,3,"M","Sodium chloride",8.5
"C1356",8,2,0.1,"M","Tris",8.5
"C1357",8,1,0.1,"M","Bis-Tris",5.5
"C1357",8,2,0.3,"M","Magnesium formate dihydrate",5.5
"C1358",8,1,0.1,"M","Bis-Tris",6.5
"C1358",8,2,0.5,"M","Magnesium formate dihydrate",6.5
"C1359",8,1,0.1,"M","HEPES",7.5
"C1359",8,2,0.5,"M","Magnesium formate dihydrate",7.5
"C1360",8,1,0.1,"M","Tris",8.5
"C1360",8,2,0.3,"M","Magnesium formate dihydrate",8.5
"C1361",8,1,0.14,"M","Potassium phosphate dibasic anhydrous",5.6
"C1361",8,2,1.26,"M","Sodium phosphate monobasic monohydrate",5.6
"C1362",8,1,0.91,"M","Potassium phosphate dibasic anhydrous",6.9
"C1362",8,2,0.49,"M","Sodium phosphate monobasic monohydrate",6.9
"C1363",8,1,1.34,"M","Potassium phosphate dibasic anhydrous",8.2
"C1363",8,2,0.06,"M","Sodium phosphate monobasic monohydrate",8.2
"C1364",8,1,1.4,"M","Sodium citrate tribasic dihydrate",7.5
"C1364",8,2,0.1,"M","HEPES",7.5
"C1365",8,1,1.8,"M","tri-Ammonium Citrate",7
"C1366",8,1,0.8,"M","Succinic Acid",7
"C1367",8,1,2.1,"M","DL-Malic acid",7
"C1368",8,1,2.8,"M","Sodium acetate trihydrate",7
"C1369",8,1,3.5,"M","Sodium formate",7
"C1370",8,1,1.1,"M","di-Ammonium Tartrate",7
"C1371",8,1,2.4,"M","Sodium Malonate",7
"C1372",8,1,35,"% (v/v)","Tacsimate",7
"C1373",8,1,60,"% (v/v)","Tacsimate",7
"C1374",8,1,1.5,"M","Ammonium sulfate",6.5
"C1374",8,2,0.1,"M","Sodium chloride",6.5
"C1374",8,3,0.1,"M","Bis-Tris",6.5
"C1375",8,1,0.1,"M","Tris",8.5
"C1375",8,2,0.8,"M","Potassium sodium tartrate tetrahydrate",8.5
"C1375",8,3,0.5,"% (w/v)","polyethylene glycol monomethyl ether 5000",8.5
"C1376",8,1,1,"M","Ammonium sulfate",5.5
"C1376",8,2,0.1,"M","Bis-Tris",5.5
"C1376",8,3,1,"% (w/v)","polyethylene glycol 3350",5.5
"C1377",8,1,0.1,"M","HEPES",7
"C1377",8,2,1.1,"M","Sodium Malonate",7
"C1377",8,3,0.5,"% (v/v)","Jeffamine ED-2001 reagent",7
"C1378",8,1,0.1,"M","HEPES",7
"C1378",8,2,1,"M","Succinic Acid",7
"C1378",8,3,1,"% (w/v)","polyethylene glycol monomethyl ether 2000",7
"C1379",8,1,1,"M","Ammonium sulfate",7
"C1379",8,2,0.1,"M","HEPES",7
"C1379",8,3,0.5,"% (w/v)","polyethylene glycol 8000",7
"C1380",8,1,0.1,"M","HEPES",7
"C1380",8,2,2,"% (w/v)","polyethylene glycol 3350",7
"C1380",8,3,15,"% (w/v)","Tacsimate",7
"C1381",8,1,25,"% (w/v)","polyethylene glycol 1500",6.3
"C1382",8,1,0.1,"M","HEPES",7
"C1382",8,2,30,"% (v/v)","Jeffamine M-600 reagent",7
"C1383",8,1,0.1,"M","HEPES",7
"C1383",8,2,30,"% (v/v)","Jeffamine ED-2001 reagent",7
"C1384",8,1,0.1,"M","Citric acid",3.5
"C1384",8,2,25,"% (w/v)","polyethylene glycol 3350",3.5
"C1385",8,1,0.1,"M","Sodium acetate trihydrate",4.5
"C1385",8,2,25,"% (w/v)","polyethylene glycol 3350",4.5
"C1386",8,1,0.1,"M","Bis-Tris",5.5
"C1386",8,2,25,"% (w/v)","polyethylene glycol 3350",5.5
"C1387",8,1,0.1,"M","Bis-Tris",6.5
"C1387",8,2,25,"% (w/v)","polyethylene glycol 3350",6.5
"C1388",8,1,0.1,"M","HEPES",7.5
"C1388",8,2,25,"% (w/v)","polyethylene glycol 3350",7.5
"C1389",8,1,0.1,"M","Tris",8.5
"C1389",8,2,25,"% (w/v)","polyethylene glycol 3350",8.5
"C1390",8,1,0.1,"M","Bis-Tris",6.5
"C1390",8,2,20,"% (w/v)","polyethylene glycol monomethyl ether 5000",6.5
"C1391",8,1,0.1,"M","Bis-Tris",6.5
"C1391",8,2,28,"% (w/v)","polyethylene glycol monomethyl ether 2000",6.5
"C1392",8,1,0.2,"M","Calcium chloride dihydrate",5.5
"C1392",8,2,45,"% (v/v)","MPD",5.5
"C1392",8,3,0.1,"M","Bis-Tris",5.5
"C1393",8,1,0.2,"M","Calcium chloride dihydrate",6.5
"C1393",8,2,45,"% (v/v)","MPD",6.5
"C1393",8,3,0.1,"M","Bis-Tris",6.5
"C1394",8,1,45,"% (v/v)","MPD",5.5
"C1394",8,2,0.2,"M","Ammonium acetate",5.5
"C1394",8,3,0.1,"M","Bis-Tris",5.5
"C1395",8,1,45,"% (v/v)","MPD",6.5
"C1395",8,2,0.2,"M","Ammonium acetate",6.5
"C1395",8,3,0.1,"M","Bis-Tris",6.5
"C1396",8,1,0.1,"M","HEPES",7.5
"C1396",8,2,45,"% (v/v)","MPD",7.5
"C1396",8,3,0.2,"M","Ammonium acetate",7.5
"C1397",8,1,0.1,"M","Tris",8.5
"C1397",8,2,45,"% (v/v)","MPD",8.5
"C1397",8,3,0.2,"M","Ammonium acetate",8.5
"C1398",8,1,0.05,"M","Calcium chloride dihydrate",6.5
"C1398",8,2,0.1,"M","Bis-Tris",6.5
"C1398",8,3,30,"% (v/v)","polyethylene glycol monomethyl ether 550",6.5
"C1399",8,1,0.05,"M","Magnesium chloride hexahydrate",7.5
"C1399",8,2,0.1,"M","HEPES",7.5
"C1399",8,3,30,"% (v/v)","polyethylene glycol monomethyl ether 550",7.5
"C1400",8,1,0.2,"M","Potassium chloride",7.5
"C1400",8,2,0.05,"M","HEPES",7.5
"C1400",8,3,35,"% (v/v)","Pentaerythritol propoxylate (5/4 PO/OH)",7.5
"C1401",8,1,0.05,"M","Ammonium sulfate",6.5
"C1401",8,2,0.05,"M","Bis-Tris",6.5
"C1401",8,3,30,"% (v/v)","Pentaerythritol ethoxylate (15/4 EO/OH)",6.5
"C1402",8,1,0.1,"M","Bis-Tris",6.5
"C1402",8,2,45,"% (v/v)","Polypropylene glycol P 400",6.5
"C1403",8,1,0.02,"M","Magnesium chloride hexahydrate",7.5
"C1403",8,2,0.1,"M","HEPES",7.5
"C1403",8,3,22,"% (w/v)","Poly(acrylic acid sodium salt) 5,100",7.5
"C1404",8,1,0.1,"M","Tris",8.5
"C1404",8,2,20,"% (w/v)","Polyvinylpyrrolidone K 15",8.5
"C1404",8,3,0.01,"M","Cobalt(II) chloride hexahydrate",8.5
"C1405",8,1,0.1,"M","HEPES",7.5
"C1405",8,2,10,"% (w/v)","polyethylene glycol 3350",7.5
"C1405",8,3,0.2,"M","L-Proline",7.5
"C1406",8,1,0.1,"M","Tris",8.5
"C1406",8,2,20,"% (w/v)","polyethylene glycol monomethyl ether 2000",8.5
"C1406",8,3,0.2,"M","Trimethylamine N-oxide dihydrate",8.5
"C1407",8,1,0.1,"M","HEPES",7
"C1407",8,2,5,"% (v/v)","Tacsimate",7
"C1407",8,3,10,"% (w/v)","polyethylene glycol monomethyl ether 5000",7
"C1408",8,1,0.01,"M","Magnesium chloride hexahydrate",7.5
"C1408",8,2,0.1,"M","HEPES",7.5
"C1408",8,3,12,"% (w/v)","polyethylene glycol 3350",7.5
"C1408",8,4,0.01,"M","Cobalt(II) chloride hexahydrate",7.5
"C1408",8,5,0.01,"M","Nickel(II) chloride hexahydrate",7.5
"C1408",8,6,0.01,"M","Cadmium chloride dihydrate",7.5
"C1409",8,1,0.1,"M","Ammonium acetate",5.5
"C1409",8,2,0.1,"M","Bis-Tris",5.5
"C1409",8,3,17,"% (w/v)","polyethylene glycol 10000",5.5
"C1410",8,1,0.2,"M","Ammonium sulfate",5.5
"C1410",8,2,0.1,"M","Bis-Tris",5.5
"C1410",8,3,25,"% (w/v)","polyethylene glycol 3350",5.5
"C1411",8,1,0.2,"M","Ammonium sulfate",6.5
"C1411",8,2,0.1,"M","Bis-Tris",6.5
"C1411",8,3,25,"% (w/v)","polyethylene glycol 3350",6.5
"C1412",8,1,0.2,"M","Ammonium sulfate",7.5
"C1412",8,2,0.1,"M","HEPES",7.5
"C1412",8,3,25,"% (w/v)","polyethylene glycol 3350",7.5
"C1413",8,1,0.2,"M","Ammonium sulfate",8.5
"C1413",8,2,0.1,"M","Tris",8.5
"C1413",8,3,25,"% (w/v)","polyethylene glycol 3350",8.5
"C1414",8,1,0.2,"M","Sodium chloride",5.5
"C1414",8,2,0.1,"M","Bis-Tris",5.5
"C1414",8,3,25,"% (w/v)","polyethylene glycol 3350",5.5
"C1415",8,1,0.2,"M","Sodium chloride",6.5
"C1415",8,2,0.1,"M","Bis-Tris",6.5
"C1415",8,3,25,"% (w/v)","polyethylene glycol 3350",6.5
"C1416",8,1,0.2,"M","Sodium chloride",7.5
"C1416",8,2,0.1,"M","HEPES",7.5
"C1416",8,3,25,"% (w/v)","polyethylene glycol 3350",7.5
"C1417",8,1,0.2,"M","Sodium chloride",8.5
"C1417",8,2,0.1,"M","Tris",8.5
"C1417",8,3,25,"% (w/v)","polyethylene glycol 3350",8.5
"C1418",8,1,0.2,"M","Lithium sulfate monohydrate",5.5
"C1418",8,2,0.1,"M","Bis-Tris",5.5
"C1418",8,3,25,"% (w/v)","polyethylene glycol 3350",5.5
"C1419",8,1,0.2,"M","Lithium sulfate monohydrate",6.5
"C1419",8,2,0.1,"M","Bis-Tris",6.5
"C1419",8,3,25,"% (w/v)","polyethylene glycol 3350",6.5
"C1420",8,1,0.2,"M","Lithium sulfate monohydrate",7.5
"C1420",8,2,0.1,"M","HEPES",7.5
"C1420",8,3,25,"% (w/v)","polyethylene glycol 3350",7.5
"C1421",8,1,0.2,"M","Lithium sulfate monohydrate",8.5
"C1421",8,2,0.1,"M","Tris",8.5
"C1421",8,3,25,"% (w/v)","polyethylene glycol 3350",8.5
"C1422",8,1,0.2,"M","Ammonium acetate",5.5
"C1422",8,2,0.1,"M","Bis-Tris",5.5
"C1422",8,3,25,"% (w/v)","polyethylene glycol 3350",5.5
"C1423",8,1,0.2,"M","Ammonium acetate",6.5
"C1423",8,2,0.1,"M","Bis-Tris",6.5
"C1423",8,3,25,"% (w/v)","polyethylene glycol 3350",6.5
"C1424",8,1,0.1,"M","HEPES",7.5
"C1424",8,2,0.2,"M","Ammonium acetate",7.5
"C1424",8,3,25,"% (w/v)","polyethylene glycol 3350",7.5
"C1425",8,1,0.1,"M","Tris",8.5
"C1425",8,2,0.2,"M","Ammonium acetate",8.5
"C1425",8,3,25,"% (w/v)","polyethylene glycol 3350",8.5
"C1426",8,1,0.2,"M","Magnesium chloride hexahydrate",5.5
"C1426",8,2,0.1,"M","Bis-Tris",5.5
"C1426",8,3,25,"% (w/v)","polyethylene glycol 3350",5.5
"C1427",8,1,0.2,"M","Magnesium chloride hexahydrate",6.5
"C1427",8,2,0.1,"M","Bis-Tris",6.5
"C1427",8,3,25,"% (w/v)","polyethylene glycol 3350",6.5
"C1428",8,1,0.2,"M","Magnesium chloride hexahydrate",7.5
"C1428",8,2,0.1,"M","HEPES",7.5
"C1428",8,3,25,"% (w/v)","polyethylene glycol 3350",7.5
"C1429",8,1,0.2,"M","Magnesium chloride hexahydrate",8.5
"C1429",8,2,0.1,"M","Tris HCl",8.5
"C1429",8,3,25,"% (w/v)","polyethylene glycol 3350",8.5
"C1430",8,1,0.2,"M","Potassium sodium tartrate tetrahydrate",7.5
"C1430",8,2,20,"% (w/v)","polyethylene glycol 3350",7.5
"C1431",8,1,0.2,"M","Sodium Malonate",7
"C1431",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1432",8,1,0.2,"M","tri-Ammonium Citrate",7
"C1432",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1433",8,1,0.1,"M","Succinic Acid",7
"C1433",8,2,15,"% (w/v)","polyethylene glycol 3350",7
"C1434",8,1,0.2,"M","Sodium formate",7.4
"C1434",8,2,20,"% (w/v)","polyethylene glycol 3350",7.4
"C1435",8,1,0.15,"M","DL-Malic acid",7
"C1435",8,2,20,"% (w/v)","polyethylene glycol 3350",7
"C1436",8,1,0.1,"M","Magnesium formate dihydrate",7.1
"C1436",8,2,15,"% (w/v)","polyethylene glycol 3350",7.1
"C1437",8,1,0.05,"M","Zinc acetate dihydrate",6.6
"C1437",8,2,20,"% (w/v)","polyethylene glycol 3350",6.6
"C1438",8,1,0.2,"M","Sodium citrate tribasic dihydrate",8.3
"C1438",8,2,20,"% (w/v)","polyethylene glycol 3350",8.3
"C1439",8,1,0.1,"M","Potassium thiocyanate",6.6
"C1439",8,2,30,"% (w/v)","polyethylene glycol monomethyl ether 2000",6.6
"C1440",8,1,0.15,"M","Potassium bromide",6.5
"C1440",8,2,30,"% (w/v)","polyethylene glycol monomethyl ether 2000",6.5
"C1441",8,1,1.8,"M","Sodium acetate trihydrate",7
"C1441",8,2,0.1,"M","Bis-Tris Propane",7
"C1442",8,1,2.8,"M","Sodium acetate trihydrate",7
"C1442",8,2,0.1,"M","Bis-Tris Propane",7
"C1443",8,1,1.5,"M","Ammonium chloride",4.6
"C1443",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1444",8,1,1.5,"M","Ammonium chloride",7
"C1444",8,2,0.1,"M","Bis-Tris Propane",7
"C1445",8,1,1.5,"M","Ammonium chloride",8.5
"C1445",8,2,0.1,"M","Tris",8.5
"C1446",8,1,3.5,"M","Ammonium chloride",4.6
"C1446",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1447",8,1,3.5,"M","Ammonium chloride",7
"C1447",8,2,0.1,"M","Bis-Tris Propane",7
"C1448",8,1,3.5,"M","Ammonium chloride",8.5
"C1448",8,2,0.1,"M","Tris",8.5
"C1449",8,1,2.2,"M","Sodium chloride",4.6
"C1449",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1450",8,1,2.2,"M","Sodium chloride",7
"C1450",8,2,0.1,"M","Bis-Tris Propane",7
"C1451",8,1,2.2,"M","Sodium chloride",8.5
"C1451",8,2,0.1,"M","Tris",8.5
"C1452",8,1,3.2,"M","Sodium chloride",4.6
"C1452",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1453",8,1,3.2,"M","Sodium chloride",7
"C1453",8,2,0.1,"M","Bis-Tris Propane",7
"C1454",8,1,3.2,"M","Sodium chloride",8.5
"C1454",8,2,0.1,"M","Tris",8.5
"C1455",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1455",8,2,1,"M","di-Ammonium hydrogen citrate",4.6
"C1456",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1456",8,2,1.8,"M","di-Ammonium hydrogen citrate",4.6
"C1457",8,1,0.1,"M","Bis-Tris Propane",7
"C1457",8,2,1,"M","tri-Ammonium Citrate",7
"C1458",8,1,0.1,"M","Bis-Tris Propane",7
"C1458",8,2,2,"M","tri-Ammonium Citrate",7
"C1459",8,1,0.7,"M","Sodium citrate tribasic dihydrate",7
"C1459",8,2,0.1,"M","Bis-Tris Propane",7
"C1460",8,1,0.7,"M","Sodium citrate tribasic dihydrate",8.5
"C1460",8,2,0.1,"M","Tris",8.5
"C1461",8,1,1.2,"M","Sodium citrate tribasic dihydrate",7
"C1461",8,2,0.1,"M","Bis-Tris Propane",7
"C1462",8,1,1.2,"M","Sodium citrate tribasic dihydrate",8.5
"C1462",8,2,0.1,"M","Tris",8.5
"C1463",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1463",8,2,0.4,"M","Magnesium formate dihydrate",4.6
"C1464",8,1,0.1,"M","Bis-Tris Propane",7
"C1464",8,2,0.4,"M","Magnesium formate dihydrate",7
"C1465",8,1,0.1,"M","Tris",8.5
"C1465",8,2,0.4,"M","Magnesium formate dihydrate",8.5
"C1466",8,1,0.1,"M","Bis-Tris Propane",7
"C1466",8,2,0.7,"M","Magnesium formate dihydrate",7
"C1467",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1467",8,2,2,"M","Sodium formate",4.6
"C1468",8,1,0.1,"M","Bis-Tris Propane",7
"C1468",8,2,2,"M","Sodium formate",7
"C1469",8,1,0.1,"M","Tris",8.5
"C1469",8,2,2,"M","Sodium formate",8.5
"C1470",8,1,0.1,"M","Sodium acetate trihydrate",4.6
"C1470",8,2,3.5,"M","Sodium formate",4.6
"C1471",8,1,0.1,"M","Bis-Tris Propane",7
"C1471",8,2,3.5,"M","Sodium formate",7
"C1472",8,1,0.1,"M","Tris",8.5
"C1472",8,2,3.5,"M","Sodium formate",8.5
"C1473",8,1,0.1,"M","Bis-Tris Propane",7
"C1473",8,2,1.2,"M","DL-Malic acid",7
"C1474",8,1,0.1,"M","Bis-Tris Propane",7
"C1474",8,2,2.2,"M","DL-Malic acid",7
"C1475",8,1,0.1,"M","Bis-Tris Propane",7
"C1475",8,2,1.4,"M","Sodium Malonate",7
"C1476",8,1,0.1,"M","Bis-Tris Propane",7
"C1476",8,2,2.4,"M","Sodium Malonate",7
"C1477",8,1,2.5,"M","Ammonium nitrate",4.6
"C1477",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1478",8,1,2.5,"M","Ammonium nitrate",7
"C1478",8,2,0.1,"M","Bis-Tris Propane",7
"C1479",8,1,2.5,"M","Ammonium nitrate",8.5
"C1479",8,2,0.1,"M","Tris",8.5
"C1480",8,1,6,"M","Ammonium nitrate",4.6
"C1480",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1481",8,1,6,"M","Ammonium nitrate",7
"C1481",8,2,0.1,"M","Bis-Tris Propane",7
"C1482",8,1,6,"M","Ammonium nitrate",8.5
"C1482",8,2,0.1,"M","Tris",8.5
"C1483",8,1,1.5,"M","Sodium nitrate",4.6
"C1483",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1484",8,1,1.5,"M","Sodium nitrate",7
"C1484",8,2,0.1,"M","Bis-Tris Propane",7
"C1485",8,1,1.5,"M","Sodium nitrate",8.5
"C1485",8,2,0.1,"M","Tris",8.5
"C1486",8,1,4,"M","Sodium nitrate",4.6
"C1486",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1487",8,1,4,"M","Sodium nitrate",7
"C1487",8,2,0.1,"M","Bis-Tris Propane",7
"C1488",8,1,4,"M","Sodium nitrate",8.5
"C1488",8,2,0.1,"M","Tris",8.5
"C1489",8,1,1,"M","Ammonium phosphate monobasic",4.6
"C1489",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1490",8,1,1.8,"M","Ammonium phosphate monobasic",4.6
"C1490",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1491",8,1,1.5,"M","Ammonium phosphate dibasic",8.5
"C1491",8,2,0.1,"M","Tris",8.5
"C1492",8,1,2.4,"M","Ammonium phosphate dibasic",8.5
"C1492",8,2,0.1,"M","Tris",8.5
"C1493",8,1,0.02,"M","Potassium phosphate dibasic anhydrous",5
"C1493",8,2,0.98,"M","Sodium phosphate monobasic monohydrate",5
"C1494",8,1,0.65,"M","Potassium phosphate dibasic anhydrous",6.9
"C1494",8,2,0.35,"M","Sodium phosphate monobasic monohydrate",6.9
"C1495",8,1,0.96,"M","Potassium phosphate dibasic anhydrous",8.2
"C1495",8,2,0.04,"M","Sodium phosphate monobasic monohydrate",8.2
"C1496",8,1,0.04,"M","Potassium phosphate dibasic anhydrous",5
"C1496",8,2,1.76,"M","Sodium phosphate monobasic monohydrate",5
"C1497",8,1,1.17,"M","Potassium phosphate dibasic anhydrous",6.9
"C1497",8,2,0.63,"M","Sodium phosphate monobasic monohydrate",6.9
"C1498",8,1,1.73,"M","Potassium phosphate dibasic anhydrous",8.2
"C1498",8,2,0.07,"M","Sodium phosphate monobasic monohydrate",8.2
"C1499",8,1,0.1,"M","Bis-Tris Propane",7
"C1499",8,2,0.5,"M","Sodium Succinate",7
"C1500",8,1,0.1,"M","Bis-Tris Propane",7
"C1500",8,2,1,"M","Sodium Succinate",7
"C1501",8,1,1.5,"M","Ammonium sulfate",4.6
"C1501",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1502",8,1,1.5,"M","Ammonium sulfate",7
"C1502",8,2,0.1,"M","Bis-Tris Propane",7
"C1503",8,1,1.5,"M","Ammonium sulfate",8.5
"C1503",8,2,0.1,"M","Tris",8.5
"C1504",8,1,2.5,"M","Ammonium sulfate",4.6
"C1504",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1505",8,1,2.5,"M","Ammonium sulfate",7
"C1505",8,2,0.1,"M","Bis-Tris Propane",7
"C1506",8,1,2.5,"M","Ammonium sulfate",8.5
"C1506",8,2,0.1,"M","Tris",8.5
"C1507",8,1,0.8,"M","Lithium sulfate monohydrate",4.6
"C1507",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1508",8,1,0.8,"M","Lithium sulfate monohydrate",7
"C1508",8,2,0.1,"M","Bis-Tris Propane",7
"C1509",8,1,0.8,"M","Lithium sulfate monohydrate",8.5
"C1509",8,2,0.1,"M","Tris",8.5
"C1510",8,1,1.5,"M","Lithium sulfate monohydrate",4.6
"C1510",8,2,0.1,"M","Sodium acetate trihydrate",4.6
"C1511",8,1,1.5,"M","Lithium sulfate monohydrate",7
